QUERY_HASH,INPUT_ROWS,OUTPUT_ROWS,RUNTIME_NS
c939bfc65c2f7df4,1955,1955,200248
c939bfc65c2f7df4,1,1,9779
c939bfc65c2f7df4,5,5,6495
c939bfc65c2f7df4,178196,178196,35843553
c939bfc65c2f7df4,1,1,9779
c939bfc65c2f7df4,5,5,6495
c939bfc65c2f7df4,1955,1955,200248
c939bfc65c2f7df4,1,1,9779
c939bfc65c2f7df4,5,5,6495
c939bfc65c2f7df4,150000,150000,344619
fba9571f0e588fb5,2238,2238,6495
fba9571f0e588fb5,8952,8952,1246326
fba9571f0e588fb5,2238,2238,6495
fba9571f0e588fb5,8952,8952,1246326
fba9571f0e588fb5,2238,2238,6495
fba9571f0e588fb5,8952,8952,1246326
fba9571f0e588fb5,10517,10517,2939666
fba9571f0e588fb5,4643,4643,437164
fba9571f0e588fb5,2238,2238,6495
fba9571f0e588fb5,8952,8952,1246326
fba9571f0e588fb5,2238,2238,6495
fba9571f0e588fb5,8952,8952,1246326
fba9571f0e588fb5,2238,2238,6495
fba9571f0e588fb5,8952,8952,1246326
fba9571f0e588fb5,10517,10517,2939666
fba9571f0e588fb5,4643,4643,437164
fba9571f0e588fb5,1,1,4680
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,791,791,108401
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,12089,12089,1303111
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,120950,120950,18177062
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,12089,12089,1303111
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,11640,11640,3007485
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,12089,12089,1303111
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,120950,120950,18177062
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,12089,12089,1303111
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,791,791,108401
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,791,791,108401
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,12089,12089,1303111
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,120950,120950,18177062
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,12089,12089,1303111
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,11640,11640,3007485
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,12089,12089,1303111
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,120950,120950,18177062
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,12089,12089,1303111
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,791,791,108401
f632edfa7f34c022,25,25,10198
f632edfa7f34c022,25,25,10198
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,828,828,109029
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,11970,11970,1347533
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,118658,118658,16710373
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,11970,11970,1347533
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,12009,12009,3087529
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,11970,11970,1347533
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,118658,118658,16710373
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,11970,11970,1347533
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,828,828,109029
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,828,828,109029
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,11970,11970,1347533
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,118658,118658,16710373
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,11970,11970,1347533
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,12009,12009,3087529
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,11970,11970,1347533
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,118658,118658,16710373
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,11970,11970,1347533
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
f702225c6361ca48,828,828,109029
f702225c6361ca48,25,25,7683
f702225c6361ca48,25,25,7683
ecfeeac6124271f3,10000,10000,36878
ecfeeac6124271f3,1,1,4261
ecfeeac6124271f3,5,5,5098
ecfeeac6124271f3,30183,30183,2926953
ecfeeac6124271f3,1345,1345,5238
ecfeeac6124271f3,40275,40275,10247620
ecfeeac6124271f3,1345,1345,5238
ecfeeac6124271f3,11980,11980,2926884
ecfeeac6124271f3,1345,1345,5238
ecfeeac6124271f3,40275,40275,10247620
ecfeeac6124271f3,1345,1345,5238
ecfeeac6124271f3,25,25,6915
6cf267cd7600d268,79649,79649,91987
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,810,810,111264
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,12120,12120,1316452
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,121492,121492,12465990
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,12120,12120,1316452
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,11956,11956,3126922
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,12120,12120,1316452
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,121492,121492,12465990
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,12120,12120,1316452
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,810,810,111264
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,810,810,111264
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,12120,12120,1316452
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,121492,121492,12465990
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,12120,12120,1316452
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,11956,11956,3126922
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,12120,12120,1316452
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,121492,121492,12465990
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,12120,12120,1316452
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,810,810,111264
7b6bd0b84b3710d9,25,25,9499
7b6bd0b84b3710d9,25,25,9499
e94b1537cecea7b4,150000,150000,391625
e94b1537cecea7b4,1484020,1484020,65655
b8f2026884d8c3a8,10885,10885,14318
b8f2026884d8c3a8,325768,325768,54640986
b8f2026884d8c3a8,10885,10885,14318
b8f2026884d8c3a8,43540,43540,5750257
b8f2026884d8c3a8,1500000,1500000,4074099
b8f2026884d8c3a8,10885,10885,14318
b8f2026884d8c3a8,325768,325768,54640986
b8f2026884d8c3a8,10885,10885,14318
b8f2026884d8c3a8,10000,10000,40581
b8f2026884d8c3a8,25,25,6984
d060259834fe79f7,10880,10880,10267
d060259834fe79f7,325928,325928,53323696
d060259834fe79f7,10880,10880,10267
d060259834fe79f7,43520,43520,6046612
d060259834fe79f7,1500000,1500000,3431938
d060259834fe79f7,10880,10880,10267
d060259834fe79f7,325928,325928,53323696
d060259834fe79f7,10880,10880,10267
d060259834fe79f7,10000,10000,41069
d060259834fe79f7,25,25,5518
45337615a2f78d4e,114043,114043,95619
7994976cdc25c131,79478,79478,91428
99e86f072acca614,2169,2169,6775
99e86f072acca614,8676,8676,1255267
99e86f072acca614,2169,2169,6775
99e86f072acca614,8676,8676,1255267
99e86f072acca614,2169,2169,6775
99e86f072acca614,8676,8676,1255267
99e86f072acca614,9859,9859,2771547
99e86f072acca614,4502,4502,437514
99e86f072acca614,2169,2169,6775
99e86f072acca614,8676,8676,1255267
99e86f072acca614,2169,2169,6775
99e86f072acca614,8676,8676,1255267
99e86f072acca614,2169,2169,6775
99e86f072acca614,8676,8676,1255267
99e86f072acca614,9859,9859,2771547
99e86f072acca614,4502,4502,437514
99e86f072acca614,1,1,4610
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,774,774,108889
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,12092,12092,1285440
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,119952,119952,15304798
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,12092,12092,1285440
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,11298,11298,3040104
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,12092,12092,1285440
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,119952,119952,15304798
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,12092,12092,1285440
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,774,774,108889
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,774,774,108889
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,12092,12092,1285440
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,119952,119952,15304798
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,12092,12092,1285440
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,11298,11298,3040104
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,12092,12092,1285440
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,119952,119952,15304798
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,12092,12092,1285440
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,774,774,108889
5f321b46b9d2445d,25,25,8591
5f321b46b9d2445d,25,25,8591
5689aad98171d7d2,6001215,6001215,15097985
5689aad98171d7d2,1500000,1500000,3877345
5689aad98171d7d2,6001215,6001215,15097985
5689aad98171d7d2,150000,150000,383383
497648c7e308ba08,76626,76626,89332
35d02c51742c5c76,56516,56516,27310
35d02c51742c5c76,113037,113037,18897731
35d02c51742c5c76,56516,56516,27310
35d02c51742c5c76,150000,150000,257731
35d02c51742c5c76,25,25,4889
b4a9d8860da090d4,260738,260738,230421
b4a9d8860da090d4,260738,260738,230421
b4a9d8860da090d4,29486,29486,6538954
f407b6343e686343,79586,79586,88494
624c98b4f2dcea9d,10000,10000,17950
624c98b4f2dcea9d,1,1,4051
624c98b4f2dcea9d,5,5,5588
624c98b4f2dcea9d,30183,30183,3077122
624c98b4f2dcea9d,1362,1362,5937
624c98b4f2dcea9d,41080,41080,10480276
624c98b4f2dcea9d,1362,1362,5937
624c98b4f2dcea9d,12390,12390,3037939
624c98b4f2dcea9d,1362,1362,5937
624c98b4f2dcea9d,41080,41080,10480276
624c98b4f2dcea9d,1362,1362,5937
624c98b4f2dcea9d,25,25,6984
913fa0955ef59461,10000,10000,20255
913fa0955ef59461,1,1,3911
913fa0955ef59461,5,5,5099
913fa0955ef59461,29952,29952,2864162
913fa0955ef59461,1349,1349,5309
913fa0955ef59461,40100,40100,10250694
913fa0955ef59461,1349,1349,5309
913fa0955ef59461,12004,12004,3012096
913fa0955ef59461,1349,1349,5309
913fa0955ef59461,40100,40100,10250694
913fa0955ef59461,1349,1349,5309
913fa0955ef59461,25,25,7753
54c29f5f50c169e9,191994,191994,11175
54c29f5f50c169e9,191994,191994,11175
54c29f5f50c169e9,118592,118592,11958422
54c29f5f50c169e9,10000,10000,23119
54c29f5f50c169e9,191994,191994,11175
54c29f5f50c169e9,191994,191994,11175
58d150518c8f1926,220,220,5937
58d150518c8f1926,6505,6505,2042846
58d150518c8f1926,220,220,5937
58d150518c8f1926,220,220,5937
58d150518c8f1926,6505,6505,2052905
8e622f0e207e6f18,721658,721658,48194
8e622f0e207e6f18,29752,29752,5168
8e622f0e207e6f18,30263,30263,5361844
8e622f0e207e6f18,721658,721658,48194
8e622f0e207e6f18,29752,29752,5168
394be8faae0702a1,1,1,4540
394be8faae0702a1,800000,800000,1606451
394be8faae0702a1,200000,200000,488431
394be8faae0702a1,6001215,6001215,15601992
394be8faae0702a1,800000,800000,1606451
394be8faae0702a1,200000,200000,488431
394be8faae0702a1,190,190,54899
306bc6df7241ccf9,226645,226645,33457
306bc6df7241ccf9,226645,226645,33457
306bc6df7241ccf9,1,1,9219
306bc6df7241ccf9,5,5,6565
306bc6df7241ccf9,1955,1955,241666
306bc6df7241ccf9,1,1,9219
306bc6df7241ccf9,5,5,6565
306bc6df7241ccf9,177994,177994,35998890
306bc6df7241ccf9,1,1,9219
306bc6df7241ccf9,5,5,6565
306bc6df7241ccf9,1955,1955,241666
306bc6df7241ccf9,1,1,9219
306bc6df7241ccf9,5,5,6565
306bc6df7241ccf9,150000,150000,293352
59c6903e8d1101da,1,1,4330
59c6903e8d1101da,390,390,58391
59c6903e8d1101da,31200,31200,4665064
536dd168a332b7fe,261084,261084,201155
536dd168a332b7fe,261084,261084,201155
536dd168a332b7fe,29468,29468,6395421
20e42e320de74706,732879,732879,35622
20e42e320de74706,29968,29968,5029
20e42e320de74706,30385,30385,5296958
20e42e320de74706,732879,732879,35622
20e42e320de74706,29968,29968,5029
5b8fbc10c745e39,259281,259281,203390
5b8fbc10c745e39,259281,259281,203390
5b8fbc10c745e39,29117,29117,6526103
8e477fc795ceaa60,57138,57138,47565
8e477fc795ceaa60,57138,57138,47565
8e477fc795ceaa60,228955,228955,31040544
d5c636e19e8f112,55935,55935,52105
d5c636e19e8f112,55935,55935,52105
d5c636e19e8f112,223903,223903,31447186
f6311ed25cf11ce6,207,207,5728
f6311ed25cf11ce6,6312,6312,2030414
f6311ed25cf11ce6,207,207,5728
f6311ed25cf11ce6,207,207,5728
f6311ed25cf11ce6,6312,6312,2016306
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,773,773,106794
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,11937,11937,1287815
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,119189,119189,12242135
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,11937,11937,1287815
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,11345,11345,3026275
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,11937,11937,1287815
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,119189,119189,12242135
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,11937,11937,1287815
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,773,773,106794
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,773,773,106794
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,11937,11937,1287815
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,119189,119189,12242135
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,11937,11937,1287815
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,11345,11345,3026275
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,11937,11937,1287815
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,119189,119189,12242135
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,11937,11937,1287815
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,773,773,106794
d61fd9e7b69c5e1c,25,25,10896
d61fd9e7b69c5e1c,25,25,10896
f5b4c95553e02910,790,790,5588
f5b4c95553e02910,1,1,3772
f5b4c95553e02910,5,5,4889
f5b4c95553e02910,1955,1955,186068
f5b4c95553e02910,1,1,3772
f5b4c95553e02910,5,5,4889
f5b4c95553e02910,595,595,139412
f5b4c95553e02910,1,1,3772
f5b4c95553e02910,5,5,4889
f5b4c95553e02910,1955,1955,186068
f5b4c95553e02910,1,1,3772
f5b4c95553e02910,5,5,4889
f5b4c95553e02910,790,790,5588
f5b4c95553e02910,790,790,5588
f5b4c95553e02910,1,1,3772
f5b4c95553e02910,5,5,4540
f5b4c95553e02910,1955,1955,183135
f5b4c95553e02910,595,595,73826
f5b4c95553e02910,1,1,3772
f5b4c95553e02910,5,5,4540
f5b4c95553e02910,1955,1955,183135
e9654abe67e3ba08,790,790,9429
e9654abe67e3ba08,1,1,4330
e9654abe67e3ba08,5,5,12782
e9654abe67e3ba08,2003,2003,205137
e9654abe67e3ba08,1,1,4330
e9654abe67e3ba08,5,5,12782
e9654abe67e3ba08,619,619,174055
e9654abe67e3ba08,1,1,4330
e9654abe67e3ba08,5,5,12782
e9654abe67e3ba08,2003,2003,205137
e9654abe67e3ba08,1,1,4330
e9654abe67e3ba08,5,5,12782
e9654abe67e3ba08,790,790,9429
e9654abe67e3ba08,790,790,9429
e9654abe67e3ba08,1,1,4330
e9654abe67e3ba08,5,5,4610
e9654abe67e3ba08,2003,2003,188863
e9654abe67e3ba08,619,619,75853
e9654abe67e3ba08,1,1,4330
e9654abe67e3ba08,5,5,4610
e9654abe67e3ba08,2003,2003,188863
8ca77c27f027329d,57270,57270,48682
8ca77c27f027329d,57270,57270,48682
8ca77c27f027329d,229041,229041,32543902
6a41bc0efaa0bd6,793,793,5587
6a41bc0efaa0bd6,1,1,3981
6a41bc0efaa0bd6,5,5,4540
6a41bc0efaa0bd6,1987,1987,189003
6a41bc0efaa0bd6,1,1,3981
6a41bc0efaa0bd6,5,5,4540
6a41bc0efaa0bd6,580,580,137736
6a41bc0efaa0bd6,1,1,3981
6a41bc0efaa0bd6,5,5,4540
6a41bc0efaa0bd6,1987,1987,189003
6a41bc0efaa0bd6,1,1,3981
6a41bc0efaa0bd6,5,5,4540
6a41bc0efaa0bd6,793,793,5587
6a41bc0efaa0bd6,793,793,5587
6a41bc0efaa0bd6,1,1,3981
6a41bc0efaa0bd6,5,5,4470
6a41bc0efaa0bd6,1987,1987,191657
6a41bc0efaa0bd6,580,580,72150
6a41bc0efaa0bd6,1,1,3981
6a41bc0efaa0bd6,5,5,4470
6a41bc0efaa0bd6,1987,1987,191657
85f4234992993c80,815,815,5517
85f4234992993c80,1,1,3981
85f4234992993c80,5,5,4540
85f4234992993c80,2003,2003,190678
85f4234992993c80,1,1,3981
85f4234992993c80,5,5,4540
85f4234992993c80,635,635,146256
85f4234992993c80,1,1,3981
85f4234992993c80,5,5,4540
85f4234992993c80,2003,2003,190678
85f4234992993c80,1,1,3981
85f4234992993c80,5,5,4540
85f4234992993c80,815,815,5517
85f4234992993c80,815,815,5517
85f4234992993c80,1,1,3981
85f4234992993c80,5,5,5099
85f4234992993c80,2003,2003,203111
85f4234992993c80,635,635,78297
85f4234992993c80,1,1,3981
85f4234992993c80,5,5,5099
85f4234992993c80,2003,2003,203111
aabd9a7ea3216d65,1,1,4610
aabd9a7ea3216d65,399,399,54968
aabd9a7ea3216d65,31920,31920,4044624
ce243643fa25f4,724121,724121,34574
ce243643fa25f4,30189,30189,5239
ce243643fa25f4,30263,30263,5284246
ce243643fa25f4,724121,724121,34574
ce243643fa25f4,30189,30189,5239
6de79e0ff3cde66e,57069,57069,57972
6de79e0ff3cde66e,57069,57069,57972
6de79e0ff3cde66e,228772,228772,31336550
eadbac3893d56f66,10782,10782,11525
eadbac3893d56f66,324125,324125,58187261
eadbac3893d56f66,10782,10782,11525
eadbac3893d56f66,43128,43128,5915930
eadbac3893d56f66,1500000,1500000,3644967
eadbac3893d56f66,10782,10782,11525
eadbac3893d56f66,324125,324125,58187261
eadbac3893d56f66,10782,10782,11525
eadbac3893d56f66,10000,10000,45051
eadbac3893d56f66,25,25,6217
d4f9e149097d68f9,5886255,5886255,191238
9a1adec8eeee6ec1,5905015,5905015,232517
f0a40ffe87d431b1,227597,227597,33107
f0a40ffe87d431b1,1,1,11315
f0a40ffe87d431b1,5,5,7613
f0a40ffe87d431b1,2019,2019,220154
f0a40ffe87d431b1,1,1,11315
f0a40ffe87d431b1,5,5,7613
f0a40ffe87d431b1,184668,184668,37597798
f0a40ffe87d431b1,1,1,11315
f0a40ffe87d431b1,5,5,7613
f0a40ffe87d431b1,2019,2019,220154
f0a40ffe87d431b1,1,1,11315
f0a40ffe87d431b1,5,5,7613
f0a40ffe87d431b1,227597,227597,33107
f0a40ffe87d431b1,150000,150000,334351
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,494,494,282735
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,494,494,282735
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,494,494,282735
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
6297251f15028a74,200000,200000,501562
57444d10d8dbc8b9,77186,77186,141089
57444d10d8dbc8b9,200000,200000,376678
548b15e67b35ba6b,229123,229123,113150
548b15e67b35ba6b,229123,229123,113150
548b15e67b35ba6b,10000,10000,21233
10a29f9a2f853b35,756,756,5518
10a29f9a2f853b35,1,1,3912
10a29f9a2f853b35,5,5,4610
10a29f9a2f853b35,2003,2003,186069
10a29f9a2f853b35,1,1,3912
10a29f9a2f853b35,5,5,4610
10a29f9a2f853b35,615,615,141158
10a29f9a2f853b35,1,1,3912
10a29f9a2f853b35,5,5,4610
10a29f9a2f853b35,2003,2003,186069
10a29f9a2f853b35,1,1,3912
10a29f9a2f853b35,5,5,4610
10a29f9a2f853b35,756,756,5518
10a29f9a2f853b35,756,756,5518
10a29f9a2f853b35,1,1,3912
10a29f9a2f853b35,5,5,4400
10a29f9a2f853b35,2003,2003,197175
10a29f9a2f853b35,615,615,74735
10a29f9a2f853b35,1,1,3912
10a29f9a2f853b35,5,5,4400
10a29f9a2f853b35,2003,2003,197175
f4516684c1a0528c,56349,56349,27938
f4516684c1a0528c,112798,112798,18842274
f4516684c1a0528c,56349,56349,27938
f4516684c1a0528c,150000,150000,240200
f4516684c1a0528c,25,25,4819
c074ef7db223ee78,76324,76324,87656
aa61c7c63d209daf,734771,734771,34225
aa61c7c63d209daf,29968,29968,5727
aa61c7c63d209daf,30517,30517,5295701
aa61c7c63d209daf,734771,734771,34225
