QUERY_HASH,INPUT_ROWS,OUTPUT_ROWS,RUNTIME_NS
aa61c7c63d209daf,29968,29968,5727
7b16c3f88789339,1,1,4400
7b16c3f88789339,376,376,54969
7b16c3f88789339,30080,30080,4143456
8368ab7c633a1ab2,79300,79300,86748
6fb3f7e54d76ceed,5956891,5956891,219735
44ec7c42799e66fa,1,1,8032
44ec7c42799e66fa,393,393,77319
44ec7c42799e66fa,31440,31440,6662861
7a589f8ab18426d6,5948421,5948421,211633
a6d3f28864ab737e,150000,150000,415512
a6d3f28864ab737e,1483615,1483615,63559
70918466ca2b12e7,726663,726663,38136
70918466ca2b12e7,30189,30189,4959
70918466ca2b12e7,30311,30311,5290672
70918466ca2b12e7,726663,726663,38136
70918466ca2b12e7,30189,30189,4959
6081c4fbd55e16ea,5927446,5927446,200597
8d5b7952e19e73c,224003,224003,103371
8d5b7952e19e73c,224003,224003,103371
8d5b7952e19e73c,10000,10000,20605
60b9fcce6fd0723e,119019,119019,94431
c924415412bc1fe5,227597,227597,33316
c924415412bc1fe5,1,1,9709
c924415412bc1fe5,5,5,6915
c924415412bc1fe5,1955,1955,223786
c924415412bc1fe5,1,1,9709
c924415412bc1fe5,5,5,6915
c924415412bc1fe5,177655,177655,35880712
c924415412bc1fe5,1,1,9709
c924415412bc1fe5,5,5,6915
c924415412bc1fe5,1955,1955,223786
c924415412bc1fe5,1,1,9709
c924415412bc1fe5,5,5,6915
c924415412bc1fe5,227597,227597,33316
c924415412bc1fe5,150000,150000,255146
831b52708146a2fc,825,825,5658
831b52708146a2fc,1,1,4051
831b52708146a2fc,5,5,4679
831b52708146a2fc,2003,2003,190469
831b52708146a2fc,1,1,4051
831b52708146a2fc,5,5,4679
831b52708146a2fc,675,675,164626
831b52708146a2fc,1,1,4051
831b52708146a2fc,5,5,4679
831b52708146a2fc,2003,2003,190469
831b52708146a2fc,1,1,4051
831b52708146a2fc,5,5,4679
831b52708146a2fc,825,825,5658
831b52708146a2fc,825,825,5658
831b52708146a2fc,1,1,4051
831b52708146a2fc,5,5,4470
831b52708146a2fc,2003,2003,188863
831b52708146a2fc,675,675,82697
831b52708146a2fc,1,1,4051
831b52708146a2fc,5,5,4470
831b52708146a2fc,2003,2003,188863
293f860d984d2aa6,57332,57332,52594
293f860d984d2aa6,57332,57332,52594
293f860d984d2aa6,230321,230321,32110371
5730a8235428bd67,2186,2186,6286
5730a8235428bd67,8744,8744,1231729
5730a8235428bd67,2186,2186,6286
5730a8235428bd67,8744,8744,1231729
5730a8235428bd67,2186,2186,6286
5730a8235428bd67,8744,8744,1231729
5730a8235428bd67,10077,10077,2863674
5730a8235428bd67,4532,4532,458258
5730a8235428bd67,2186,2186,6286
5730a8235428bd67,8744,8744,1231729
5730a8235428bd67,2186,2186,6286
5730a8235428bd67,8744,8744,1231729
5730a8235428bd67,2186,2186,6286
5730a8235428bd67,8744,8744,1231729
5730a8235428bd67,10077,10077,2863674
5730a8235428bd67,4532,4532,458258
5730a8235428bd67,1,1,4610
30f9c33deb29708f,57111,57111,53083
30f9c33deb29708f,57111,57111,53083
30f9c33deb29708f,227995,227995,31282699
f39f4116b27ebc04,733457,733457,36669
f39f4116b27ebc04,30142,30142,4889
f39f4116b27ebc04,30390,30390,5348015
f39f4116b27ebc04,733457,733457,36669
f39f4116b27ebc04,30142,30142,4889
4582f099547f7754,230363,230363,121881
4582f099547f7754,230363,230363,121881
4582f099547f7754,10000,10000,21233
e61e203cab97966a,729189,729189,33945
e61e203cab97966a,30189,30189,5029
e61e203cab97966a,30273,30273,5319797
e61e203cab97966a,729189,729189,33945
e61e203cab97966a,30189,30189,5029
f6190012594cc036,737165,737165,37647
f6190012594cc036,29949,29949,4680
f6190012594cc036,29866,29866,5274188
f6190012594cc036,737165,737165,37647
f6190012594cc036,29949,29949,4680
1f28a146cc97b628,801,801,5657
1f28a146cc97b628,1,1,4679
1f28a146cc97b628,5,5,4679
1f28a146cc97b628,2019,2019,205416
1f28a146cc97b628,1,1,4679
1f28a146cc97b628,5,5,4679
1f28a146cc97b628,633,633,146117
1f28a146cc97b628,1,1,4679
1f28a146cc97b628,5,5,4679
1f28a146cc97b628,2019,2019,205416
1f28a146cc97b628,1,1,4679
1f28a146cc97b628,5,5,4679
1f28a146cc97b628,801,801,5657
1f28a146cc97b628,801,801,5657
1f28a146cc97b628,1,1,4679
1f28a146cc97b628,5,5,4400
1f28a146cc97b628,2019,2019,199410
1f28a146cc97b628,633,633,77459
1f28a146cc97b628,1,1,4679
1f28a146cc97b628,5,5,4400
1f28a146cc97b628,2019,2019,199410
66497423f466cd35,57093,57093,51685
66497423f466cd35,57093,57093,51685
66497423f466cd35,228849,228849,31416664
9f57b28f52fd20ed,56934,56934,27519
9f57b28f52fd20ed,114028,114028,18961709
9f57b28f52fd20ed,56934,56934,27519
9f57b28f52fd20ed,150000,150000,179433
9f57b28f52fd20ed,25,25,6845
32494be5b6fe6fc3,227783,227783,35970
32494be5b6fe6fc3,227783,227783,35970
32494be5b6fe6fc3,1,1,11734
32494be5b6fe6fc3,5,5,7264
32494be5b6fe6fc3,2019,2019,225881
32494be5b6fe6fc3,1,1,11734
32494be5b6fe6fc3,5,5,7264
32494be5b6fe6fc3,183569,183569,36796458
32494be5b6fe6fc3,1,1,11734
32494be5b6fe6fc3,5,5,7264
32494be5b6fe6fc3,2019,2019,225881
32494be5b6fe6fc3,1,1,11734
32494be5b6fe6fc3,5,5,7264
32494be5b6fe6fc3,150000,150000,285879
939268245a9ddddf,10718,10718,11804
939268245a9ddddf,322603,322603,51953464
939268245a9ddddf,10718,10718,11804
939268245a9ddddf,42872,42872,5752840
939268245a9ddddf,1500000,1500000,3498641
939268245a9ddddf,10718,10718,11804
939268245a9ddddf,322603,322603,51953464
939268245a9ddddf,10718,10718,11804
939268245a9ddddf,10000,10000,41697
939268245a9ddddf,25,25,5658
b60359462a1169c5,1,1,4540
b60359462a1169c5,413,413,61324
b60359462a1169c5,33040,33040,4339373
580bc766bcba5139,228637,228637,34923
580bc766bcba5139,1,1,11175
580bc766bcba5139,5,5,7055
580bc766bcba5139,2003,2003,227627
580bc766bcba5139,1,1,11175
580bc766bcba5139,5,5,7055
580bc766bcba5139,183230,183230,36957382
580bc766bcba5139,1,1,11175
580bc766bcba5139,5,5,7055
580bc766bcba5139,2003,2003,227627
580bc766bcba5139,1,1,11175
580bc766bcba5139,5,5,7055
580bc766bcba5139,228637,228637,34923
580bc766bcba5139,150000,150000,385339
d83cdc532da56832,57332,57332,29545
d83cdc532da56832,115292,115292,19202538
d83cdc532da56832,57332,57332,29545
d83cdc532da56832,150000,150000,180342
d83cdc532da56832,25,25,4540
cede475d1331e7a4,187,187,9010
cede475d1331e7a4,5724,5724,1840294
cede475d1331e7a4,187,187,9010
cede475d1331e7a4,187,187,9010
cede475d1331e7a4,5724,5724,1842041
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,816,816,108121
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,12065,12065,1266721
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,119830,119830,12485197
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,12065,12065,1266721
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,11899,11899,3158282
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,12065,12065,1266721
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,119830,119830,12485197
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,12065,12065,1266721
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,816,816,108121
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,816,816,108121
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,12065,12065,1266721
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,119830,119830,12485197
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,12065,12065,1266721
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,11899,11899,3158282
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,12065,12065,1266721
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,119830,119830,12485197
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,12065,12065,1266721
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,816,816,108121
ba82d0c32a2d0968,25,25,9359
ba82d0c32a2d0968,25,25,9359
409143bccde7fd31,228626,228626,33805
409143bccde7fd31,1,1,10267
409143bccde7fd31,5,5,6915
409143bccde7fd31,1987,1987,221061
409143bccde7fd31,1,1,10267
409143bccde7fd31,5,5,6915
409143bccde7fd31,181495,181495,36385067
409143bccde7fd31,1,1,10267
409143bccde7fd31,5,5,6915
409143bccde7fd31,1987,1987,221061
409143bccde7fd31,1,1,10267
409143bccde7fd31,5,5,6915
409143bccde7fd31,228626,228626,33805
409143bccde7fd31,150000,150000,204787
1a48bd3a39e20462,5940906,5940906,202064
46e8009fa6aa10d8,1,1,4959
46e8009fa6aa10d8,380,380,53921
46e8009fa6aa10d8,30400,30400,4799377
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,562,562,307880
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,562,562,307880
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,562,562,307880
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
8dc3fd52eb6d3c3d,200000,200000,499955
c285de8ddda592f2,229039,229039,115385
c285de8ddda592f2,229039,229039,115385
c285de8ddda592f2,10000,10000,21303
26fa2b5482e6fcbc,816,816,5518
26fa2b5482e6fcbc,1,1,3911
26fa2b5482e6fcbc,5,5,4679
26fa2b5482e6fcbc,2019,2019,191726
26fa2b5482e6fcbc,1,1,3911
26fa2b5482e6fcbc,5,5,4679
26fa2b5482e6fcbc,675,675,156943
26fa2b5482e6fcbc,1,1,3911
26fa2b5482e6fcbc,5,5,4679
26fa2b5482e6fcbc,2019,2019,191726
26fa2b5482e6fcbc,1,1,3911
26fa2b5482e6fcbc,5,5,4679
26fa2b5482e6fcbc,816,816,5518
26fa2b5482e6fcbc,816,816,5518
26fa2b5482e6fcbc,1,1,3911
26fa2b5482e6fcbc,5,5,4610
26fa2b5482e6fcbc,2019,2019,189910
26fa2b5482e6fcbc,675,675,81440
26fa2b5482e6fcbc,1,1,3911
26fa2b5482e6fcbc,5,5,4610
26fa2b5482e6fcbc,2019,2019,189910
ed9ec0a400f7ec7f,1,1,4331
ed9ec0a400f7ec7f,420,420,60067
ed9ec0a400f7ec7f,33600,33600,4765852
fe56436b8c0d101,260181,260181,200038
fe56436b8c0d101,260181,260181,200038
fe56436b8c0d101,29171,29171,6544612
85c77cc53ff9fd3f,260536,260536,202412
85c77cc53ff9fd3f,260536,260536,202412
85c77cc53ff9fd3f,29398,29398,6727049
df6e2c89797dffb1,260914,260914,209398
df6e2c89797dffb1,260914,260914,209398
df6e2c89797dffb1,29444,29444,6479306
e16ba5ded0a91c94,183,183,5937
e16ba5ded0a91c94,5429,5429,1742859
e16ba5ded0a91c94,183,183,5937
e16ba5ded0a91c94,183,183,5937
e16ba5ded0a91c94,5429,5429,1762696
6f6600af042e5b0,1,1,4470
6f6600af042e5b0,405,405,56994
6f6600af042e5b0,32400,32400,4216375
ee94325d3e4bf0a8,261125,261125,201924
ee94325d3e4bf0a8,261125,261125,201924
ee94325d3e4bf0a8,29105,29105,6603352
b9d744d428f1b8a1,6001215,6001215,15299351
b9d744d428f1b8a1,1500000,1500000,3892501
b9d744d428f1b8a1,6001215,6001215,15299351
b9d744d428f1b8a1,150000,150000,377586
e91abaaf0361cf21,261067,261067,205626
e91abaaf0361cf21,261067,261067,205626
e91abaaf0361cf21,29349,29349,6622630
40dd02fd8b65a557,261084,261084,202204
40dd02fd8b65a557,261084,261084,202204
40dd02fd8b65a557,29468,29468,6680951
10e5998ac1cb05cc,150000,150000,396025
10e5998ac1cb05cc,1483868,1483868,59509
c64dec9688a08c55,6001215,6001215,15187528
c64dec9688a08c55,1500000,1500000,4194863
c64dec9688a08c55,6001215,6001215,15187528
c64dec9688a08c55,150000,150000,482844
9eb6458e415e9749,150000,150000,385129
9eb6458e415e9749,1483804,1483804,58461
4e4cb5b90ba5de03,5853339,5853339,222878
b4a423000b41ba67,150000,150000,411391
b4a423000b41ba67,1483813,1483813,163997
20133198d3a5604f,150000,150000,400216
20133198d3a5604f,1483898,1483898,63420
5aa537e0d658225a,5865548,5865548,228535
3cc1f8a9198cab80,192062,192062,10686
3cc1f8a9198cab80,192062,192062,10686
3cc1f8a9198cab80,118944,118944,11996976
3cc1f8a9198cab80,10000,10000,23398
3cc1f8a9198cab80,192062,192062,10686
3cc1f8a9198cab80,192062,192062,10686
96d8fcdffa88f938,75292,75292,112172
96d8fcdffa88f938,200000,200000,356213
4c3c6d9bd8a2091e,57138,57138,29196
4c3c6d9bd8a2091e,114550,114550,19319460
4c3c6d9bd8a2091e,57138,57138,29196
4c3c6d9bd8a2091e,150000,150000,259476
4c3c6d9bd8a2091e,25,25,7124
f27e19dc8c403e8f,150000,150000,401753
f27e19dc8c403e8f,1483656,1483656,58182
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,539,539,300826
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,539,539,300826
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,539,539,300826
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
6cb6d54beeff1622,200000,200000,496952
f16984c46aa94970,5914748,5914748,213727
df58c685a959c044,75186,75186,125443
df58c685a959c044,200000,200000,497232
4b37ed37cf98bfac,57093,57093,29614
4b37ed37cf98bfac,114508,114508,19041823
4b37ed37cf98bfac,57093,57093,29614
4b37ed37cf98bfac,150000,150000,223297
4b37ed37cf98bfac,25,25,4121
c2b1ab1624cdc91c,228637,228637,33177
c2b1ab1624cdc91c,1,1,12083
c2b1ab1624cdc91c,5,5,7054
c2b1ab1624cdc91c,1987,1987,222529
c2b1ab1624cdc91c,1,1,12083
c2b1ab1624cdc91c,5,5,7054
c2b1ab1624cdc91c,181905,181905,36590902
c2b1ab1624cdc91c,1,1,12083
c2b1ab1624cdc91c,5,5,7054
c2b1ab1624cdc91c,1987,1987,222529
c2b1ab1624cdc91c,1,1,12083
c2b1ab1624cdc91c,5,5,7054
c2b1ab1624cdc91c,228637,228637,33177
c2b1ab1624cdc91c,150000,150000,259406
7c90cd3a1b165fad,190,190,6216
7c90cd3a1b165fad,5558,5558,1811937
7c90cd3a1b165fad,190,190,6216
7c90cd3a1b165fad,190,190,6216
7c90cd3a1b165fad,5558,5558,1777503
8f1f30dfee59c323,76969,76969,128027
8f1f30dfee59c323,200000,200000,370461
2f761954933ef04,1,1,4401
2f761954933ef04,407,407,57134
2f761954933ef04,32560,32560,5006120
dab074f4f1f6b006,74537,74537,110076
dab074f4f1f6b006,200000,200000,351324
a23672782a2a93af,77203,77203,108889
a23672782a2a93af,200000,200000,342942
cc8ca2d4264204b1,228914,228914,108051
cc8ca2d4264204b1,228914,228914,108051
cc8ca2d4264204b1,10000,10000,21512
21810eadacd14054,10723,10723,11943
21810eadacd14054,321617,321617,62550452
21810eadacd14054,10723,10723,11943
21810eadacd14054,42892,42892,5825899
21810eadacd14054,1500000,1500000,3537614
21810eadacd14054,10723,10723,11943
21810eadacd14054,321617,321617,62550452
21810eadacd14054,10723,10723,11943
21810eadacd14054,10000,10000,41070
21810eadacd14054,25,25,7125
9ba244c4795319f2,224003,224003,113500
9ba244c4795319f2,224003,224003,113500
9ba244c4795319f2,10000,10000,20814
909500ae2ee65d1f,57556,57556,48961
909500ae2ee65d1f,57556,57556,48961
909500ae2ee65d1f,229577,229577,31072185
129f61e2f3ecf0ef,230322,230322,107842
129f61e2f3ecf0ef,230322,230322,107842
129f61e2f3ecf0ef,10000,10000,20465
dbd83f57b52f1255,808,808,5518
dbd83f57b52f1255,1,1,3912
dbd83f57b52f1255,5,5,4750
dbd83f57b52f1255,2019,2019,193054
dbd83f57b52f1255,1,1,3912
dbd83f57b52f1255,5,5,4750
dbd83f57b52f1255,670,670,153800
dbd83f57b52f1255,1,1,3912
dbd83f57b52f1255,5,5,4750
dbd83f57b52f1255,2019,2019,193054
dbd83f57b52f1255,1,1,3912
dbd83f57b52f1255,5,5,4750
dbd83f57b52f1255,808,808,5518
dbd83f57b52f1255,808,808,5518
dbd83f57b52f1255,1,1,3912
dbd83f57b52f1255,5,5,4470
dbd83f57b52f1255,2019,2019,190399
dbd83f57b52f1255,670,670,81021
dbd83f57b52f1255,1,1,3912
dbd83f57b52f1255,5,5,4470
dbd83f57b52f1255,2019,2019,190399
a6887314ba57e85c,192032,192032,11874
a6887314ba57e85c,192032,192032,11874
a6887314ba57e85c,121336,121336,12291305
a6887314ba57e85c,10000,10000,22420
a6887314ba57e85c,192032,192032,11874
a6887314ba57e85c,192032,192032,11874
522ef8893e703a3a,76103,76103,88006
239bb106372cd9ad,76352,76352,116014
239bb106372cd9ad,200000,200000,348809
a44a3d6989b5b76a,150000,150000,182227
a44a3d6989b5b76a,1483918,1483918,58042
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,569,569,307112
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,569,569,307112
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,569,569,307112
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
ab8e3343baeab48e,200000,200000,503308
33d198b26945d669,223684,223684,107282
33d198b26945d669,223684,223684,107282
33d198b26945d669,10000,10000,21024
554a5f5419b5d610,119046,119046,97504
de539b0082efe7f2,796,796,5517
de539b0082efe7f2,1,1,4051
de539b0082efe7f2,5,5,4540
de539b0082efe7f2,1987,1987,188234
de539b0082efe7f2,1,1,4051
de539b0082efe7f2,5,5,4540
de539b0082efe7f2,604,604,138644
de539b0082efe7f2,1,1,4051
de539b0082efe7f2,5,5,4540
de539b0082efe7f2,1987,1987,188234
de539b0082efe7f2,1,1,4051
de539b0082efe7f2,5,5,4540
de539b0082efe7f2,796,796,5517
de539b0082efe7f2,796,796,5517
de539b0082efe7f2,1,1,4051
de539b0082efe7f2,5,5,4540
de539b0082efe7f2,1987,1987,187536
de539b0082efe7f2,604,604,74735
de539b0082efe7f2,1,1,4051
de539b0082efe7f2,5,5,4540
de539b0082efe7f2,1987,1987,187536
f048d2943c79146a,213,213,5937
f048d2943c79146a,6384,6384,2065756
f048d2943c79146a,213,213,5937
f048d2943c79146a,213,213,5937
f048d2943c79146a,6384,6384,2019169
3898d8ff5bfa1046,5963389,5963389,230700
cca164d8b97d6685,230322,230322,109449
cca164d8b97d6685,230322,230322,109449
cca164d8b97d6685,10000,10000,20255
5236ac4960fec27e,192082,192082,6845
5236ac4960fec27e,192082,192082,6845
5236ac4960fec27e,118104,118104,11864828
5236ac4960fec27e,10000,10000,29754
5236ac4960fec27e,192082,192082,6845
5236ac4960fec27e,192082,192082,6845
cbd21a9ad8326118,192052,192052,10756
cbd21a9ad8326118,192052,192052,10756
cbd21a9ad8326118,117748,117748,11722064
cbd21a9ad8326118,10000,10000,22769
cbd21a9ad8326118,192052,192052,10756
cbd21a9ad8326118,192052,192052,10756
76a116def48395a8,229796,229796,107353
76a116def48395a8,229796,229796,107353
76a116def48395a8,10000,10000,21443
120596d9b01f7ec8,191994,191994,10687
120596d9b01f7ec8,191994,191994,10687
120596d9b01f7ec8,118140,118140,11892278
120596d9b01f7ec8,10000,10000,21373
120596d9b01f7ec8,191994,191994,10687
120596d9b01f7ec8,191994,191994,10687
31cede76d8935739,192080,192080,9988
31cede76d8935739,192080,192080,9988
31cede76d8935739,119740,119740,12358079
31cede76d8935739,10000,10000,20604
31cede76d8935739,192080,192080,9988
31cede76d8935739,192080,192080,9988
c99cd411c3101d8b,191986,191986,11874
c99cd411c3101d8b,191986,191986,11874
c99cd411c3101d8b,118268,118268,12080581
c99cd411c3101d8b,10000,10000,23538
c99cd411c3101d8b,191986,191986,11874
c99cd411c3101d8b,191986,191986,11874
9f3c5fc752625649,77733,77733,117271
9f3c5fc752625649,200000,200000,401403
53505cf709d3dbda,192082,192082,10965
53505cf709d3dbda,192082,192082,10965
53505cf709d3dbda,120220,120220,12126959
53505cf709d3dbda,10000,10000,20744
53505cf709d3dbda,192082,192082,10965
53505cf709d3dbda,192082,192082,10965
f2b5e28bd4c3992d,261169,261169,202204
f2b5e28bd4c3992d,261169,261169,202204
f2b5e28bd4c3992d,29369,29369,6358612
32c23f6f991a064d,209,209,5728
32c23f6f991a064d,6289,6289,1993117
32c23f6f991a064d,209,209,5728
32c23f6f991a064d,209,209,5728
32c23f6f991a064d,6289,6289,2011906
140261541ac6b6ba,2235,2235,6286
140261541ac6b6ba,8940,8940,1234383
140261541ac6b6ba,2235,2235,6286
140261541ac6b6ba,8940,8940,1234383
140261541ac6b6ba,2235,2235,6286
140261541ac6b6ba,8940,8940,1234383
140261541ac6b6ba,10233,10233,2904464
140261541ac6b6ba,4570,4570,430459
140261541ac6b6ba,2235,2235,6286
140261541ac6b6ba,8940,8940,1234383
140261541ac6b6ba,2235,2235,6286
140261541ac6b6ba,8940,8940,1234383
140261541ac6b6ba,2235,2235,6286
140261541ac6b6ba,8940,8940,1234383
140261541ac6b6ba,10233,10233,2904464
140261541ac6b6ba,4570,4570,430459
140261541ac6b6ba,1,1,4680
a795bcf5e93582f1,6001215,6001215,25677164
a795bcf5e93582f1,1500000,1500000,4715842
a795bcf5e93582f1,6001215,6001215,25677164
a795bcf5e93582f1,150000,150000,446593
efe8810009ceeca4,192,192,6007
efe8810009ceeca4,5741,5741,1910629
efe8810009ceeca4,192,192,6007
efe8810009ceeca4,192,192,6007
efe8810009ceeca4,5741,5741,1833310
581025346a1e14fe,190,190,5937
581025346a1e14fe,5621,5621,1826325
581025346a1e14fe,190,190,5937
581025346a1e14fe,190,190,5937
581025346a1e14fe,5621,5621,1825208
bc9c5b09f7327ee,176,176,6147
bc9c5b09f7327ee,5201,5201,1681326
bc9c5b09f7327ee,176,176,6147
bc9c5b09f7327ee,176,176,6147
bc9c5b09f7327ee,5201,5201,1721417
ca18c361736e9938,10000,10000,20464
ca18c361736e9938,1,1,4750
ca18c361736e9938,5,5,5448
ca18c361736e9938,1219,1219,5029
ca18c361736e9938,36282,36282,9326286
ca18c361736e9938,1219,1219,5029
ca18c361736e9938,10931,10931,2734878
ca18c361736e9938,1219,1219,5029
ca18c361736e9938,36282,36282,9326286
ca18c361736e9938,1219,1219,5029
ca18c361736e9938,2094,2094,481656
ca18c361736e9938,1219,1219,5029
ca18c361736e9938,36282,36282,9326286
ca18c361736e9938,1219,1219,5029
ca18c361736e9938,10931,10931,2734878
ca18c361736e9938,1219,1219,5029
ca18c361736e9938,36282,36282,9326286
ca18c361736e9938,1219,1219,5029
ca18c361736e9938,25,25,7263
3534234c34669919,2186,2186,5867
3534234c34669919,8744,8744,1205118
3534234c34669919,2186,2186,5867
3534234c34669919,8744,8744,1205118
3534234c34669919,2186,2186,5867
3534234c34669919,8744,8744,1205118
3534234c34669919,9798,9798,2799835
3534234c34669919,4508,4508,437234
3534234c34669919,2186,2186,5867
3534234c34669919,8744,8744,1205118
3534234c34669919,2186,2186,5867
3534234c34669919,8744,8744,1205118
3534234c34669919,2186,2186,5867
3534234c34669919,8744,8744,1205118
3534234c34669919,9798,9798,2799835
3534234c34669919,4508,4508,437234
3534234c34669919,1,1,4679
550d82dfc9e49105,200000,200000,531386
550d82dfc9e49105,200000,200000,531386
550d82dfc9e49105,200000,200000,531386
550d82dfc9e49105,200000,200000,531386
550d82dfc9e49105,200000,200000,531386
550d82dfc9e49105,200000,200000,531386
